review_score,review_text,sentimento,x,y
5,Lindo bem resistente e macio,Muito Positivo,11.384542,9.145086
4,"excelente qualidade, a capa vem dentro de uma embalagem do mesmo tecido",Positivo,11.180142,9.387502
1,"muita dificuldade e demora para a entrega. e ainda não entregaram por completo o kit de 4 pneus comprados, sendo que já foi feito o primeiro pagamento",Muito Negativo,8.248939,12.039912
1,"Quero o produto que comprei. Paguei pelo amarelo e pelo acgua 2 produtos diferentes pela cor.
Me enviaram 2 Acqua",Muito Negativo,7.922306,9.004398
5,Tudo origginal,Muito Positivo,13.591693,5.4012346
3,Veio tudo nos conformes.. :),Neutro,13.617744,5.3930593
1,"Optei pela marca BaByliss, pois já tenho uma e gosto muito porém esta que eu comprei e paguei caro é bem diferente parece muito com uma imitação, não tem se quer o selo do INMETRO. Cheira queimado ",Muito Negativo,10.8111725,10.532021
1,"Péssimo serviço nunca mais o site do shopptime, segunda compra que realizo e a segunda que da erro!!!! ",Muito Negativo,8.576074,11.865742
3,Coloquei quatro pilhas AAA para carregar após pouco tempo uma das pilhas novas que vieram com o carregador estourou. Portanto não sei se o problema foi o carregador ou a pilha que estava com problema.,Neutro,8.161818,10.018827
4,"Aprovei o pedido, super lindo o trabalho, chegada antes do prazo.ótima qualidade. Ameiii",Positivo,15.084486,9.33819
5,O produto foi entregue no prazo e é de ótima qualidade.,Muito Positivo,14.1736355,11.742717
1,Um absurdo falaram que até dia 10/04 séria entregue mas até agora nada. E já está pago faz tempo meus pedidos...,Muito Negativo,7.675042,12.683479
5,"Produto chegou antes do prazo previsto...
E em perfeitas condições!!!!",Muito Positivo,14.843809,10.866465
1,"O produto é totalmente de má qualidade, as ""bolinhas"" são na verdade adesivos de papel, e as latas vem completamente preta por dentro, podiam ser limpas pelo menos.",Muito Negativo,9.433014,10.319645
5,"Eu gostei de comprar na loja, o produto não demorou foi entregue no prazo e consegui acompanhar todo o processo depois da compra como emissão da nota e podia até rastrear onde o produto estava.",Muito Positivo,12.97277,11.87235
1,Meu produto tá a mostrando que ainda estar em transporte.,Muito Negativo,10.110337,13.057601
4,"nada a reclamar, recebi o produto bem embalado e em perfeito estado.",Positivo,13.916217,11.242935
4,bacana demais ,Positivo,10.022531,8.568671
4,"O produto atendeu as expectativas, ótimo custo-benefício e a entrega foi perfeita, bem antes do prazo máximo.",Positivo,14.804423,11.039816
5,Produto foi entregue em perfeito estado e antes do prazo; Obrigado!,Muito Positivo,14.905008,11.288673
1,Ainda n recebi o produto! ,Muito Negativo,10.104498,12.866184
5,"Muito boa a mercadoria, A entrega super rápida 8 dias eu moro em minas gerais.relógio original. Simplesmente amei ...",Muito Positivo,12.538515,11.915669
5,"Belas peças, produto chegou bem antes do prazo!",Muito Positivo,15.140768,10.444738
1,"
Comprei um produto que está com defeito e não consigo trocar da erro no site.",Muito Negativo,8.828716,11.2550335
5,ENTREGA RAPIDA,Muito Positivo,13.508243,8.772125
5,Entrega super rápido e produto atende as necessidades de seu uso. Parabéns.,Muito Positivo,12.78056,9.73174
1,Comprei dois produtos e recebi um. Insatisfeita com a compra. Nunca aconteceu isso comigo.,Muito Negativo,7.3066106,10.631651
4,.,Positivo,15.347368,1.0171314
1,o PRODUTO NÃO CHEGOU ATÉ HOJE.,Muito Negativo,12.744094,2.2856984
5,"Maravilhoso! A entrega aconteceu bem antes do prazo. Adoro comprar onde a entrega é rápida.
Enfim, super recomendo :) ",Muito Positivo,14.048688,10.6951065
5,"super recomendo ,adorei.",Muito Positivo,13.369671,7.250234
4,normal,Positivo,14.216263,5.253039
2,Não recebi uma outra encomenda dessa loja.estou esperando eles me enviarem as duas proteínas de 2kg...,Negativo,7.2916875,10.726173
5,Americas.com sempre empeçável ,Muito Positivo,11.642844,12.268696
5,recomendo por tudo da avaliaçao.,Muito Positivo,13.437492,7.275939
3,"Paguei a mais por que queria dar um prsente ao meu filho, um rapaz.. Quando entregaram lá foi na cor dourada que no dia em que comprei era de +ou - R$ 100,00 mais barato e não era a cor que escolhi.",Neutro,7.8744826,9.039716
3,"ótima compra
mas o frete nao compensa,pesa no orçamento.
devia ter frete grates
",Neutro,10.456032,10.950253
1,Recebi um produto diferente do qual eu pedi,Muito Negativo,8.136796,10.547646
5,chegou no prazo,Muito Positivo,15.622876,8.668154
4,?,Positivo,15.339104,1.0313445
5,"Achei gostoso
",Muito Positivo,12.313279,7.241765
5,Meu filho adorou.,Muito Positivo,12.289615,7.183607
5,Excelente empresa ,Muito Positivo,14.130007,14.142843
5,"Primeira vez que compro no site da lannister, e tudo veio certinho e no prazo. Super aprovada e podem comprar sem medo. Loja Top :)",Muito Positivo,12.008125,12.005634
4,Achei a entrega um pouco demorada. ,Positivo,7.6799965,13.156851
5,Produto excelente e entrega ótima e rápida!,Muito Positivo,13.084071,9.899747
5,Ótimo ,Muito Positivo,16.233988,3.2566972
3,"Produto conforme descrito, porém o fone de ouvido só funciona um dos lados. ",Neutro,9.046634,9.498483
3,"Na nota fiscal vieram como se fossem três kits de jogos de cama. Mas na verdade, vieram apenas dois. O dourado e o palha! Ainda falta um! Como proceder?",Neutro,7.3192444,9.943996
2,O produto entregue não foi o produto anunciado. Estou em processo de devolução.,Negativo,8.388354,11.08872
1,Eu não recebi meu preduto. Estou aguardando.,Muito Negativo,9.653035,13.732105
5,"Entrega muito rápida, ótimo produto!",Muito Positivo,12.787091,9.546613
1,"Muita falta de atenção, pedi as toalhas pretas e vieram brancas. ",Muito Negativo,9.669773,9.531951
5,um ótimo produto ,Muito Positivo,13.284576,13.511594
5,"Perfeito... entrega antes do previsão 
Produto otimoo",Muito Positivo,14.7879505,11.3744545
2,"Material do produto bom, porém não cabe perfeitamente.",Negativo,9.877562,10.220946
3,O poblema é só a demora,Neutro,10.503423,8.460212
5,Atendeu minhas espectativas,Muito Positivo,12.810882,6.449726
5,Tudo ok,Muito Positivo,13.933207,4.2810545
1,Envio e entrega super atrasados. ,Muito Negativo,7.4247146,13.116457
5,Pedido foi cancelado e substituído por outro do mesmo lojista que não criou dificuldades e atendeu o solicitado.,Muito Positivo,7.5677295,12.443632
2,Meu produto veio com uma parte com defeito. Se trata de MDF e um lado da tampa veio quebrada.,Negativo,9.0596285,10.740358
5,Bom entregou antes do prazo.,Muito Positivo,15.929725,9.2632065
4,"VEIO TUDO OK, E DENTRO DE MINHA ESPECTATIVA.",Positivo,13.201079,1.970872
5,Ok,Muito Positivo,-12.37813,5.1312003
1,Produto de pessima qualidade e ainda por cima a cor da foto nao é exatamente a cor da colcha. ,Muito Negativo,8.123288,9.0267935
5,"Ótima compra, o produto chegou em 2 dias úteis, super recomendo :)",Muito Positivo,13.870295,11.31074
5,"O produto alcançou todas minhas expectativa, e sem contar que chegou muito antes do prazo de entrega super recomendo.",Muito Positivo,14.434713,10.609684
5,PRODUTO RECEBIDO NO PRAZO,Muito Positivo,12.768799,2.1479652
5,Muito bom chegou tudo serto ,Muito Positivo,13.441086,5.465474
4,Recomendo,Positivo,11.142398,-6.019103
1,"Não foi entregue no prazo estimado!!! 
",Muito Negativo,8.281146,13.387123
3,"O produto chegou antes do prazo, mas não veio o produto que eu comprei ",Neutro,8.531858,12.305394
1,Depois de mais de 30 dias da compra efetuada recebo um e-mail informando que o produto que comprei não estava mais disponível. Simplesmente um descaso com o consumidor e um atendimento lamentável.,Muito Negativo,7.900069,12.153669
4,recebi um de meus produto antes do prazo ,Positivo,14.737565,10.836741
5,"Não recebi o produto até hoje dia 28-03-18. Mais fico aguardando uma solução. Não sei se houve algum problema na entrega, ou nos Correios ",Muito Positivo,8.546605,12.73865
5,"Muito bom recomendo é Econômica boa de usar na pia, minha esposa gostou da torneira. ",Muito Positivo,13.130244,11.259461
5,"A entrega foi realizado muito antes do previsto. 
Bom produto...estou satisfeita",Muito Positivo,15.433484,10.465407
5,Produto ótimo .,Muito Positivo,13.724306,13.775098
5,Produto entregue antes do prazo e atendeu minhas necessidades,Muito Positivo,15.899333,12.008785
4,Nada a declarar,Positivo,8.818813,8.127434
3,"Faltou o kit do teflon que foi cobrado $10,00 a mais.",Neutro,7.717352,10.855577
4,"O material é frágil, mas é de fácil montagem e está cumprindo com o objetivo. Coloquei casacos de inverno e ele segue montado ainda hahaha. ",Positivo,10.032313,9.860114
1,Demorou um a entrega,Muito Negativo,13.6299715,8.538702
5,Chegou bem antes. Estão de parabéns!!!,Muito Positivo,14.73593,8.618183
2,Carregador diferente do que está na foto e é paralelo!,Negativo,7.992115,9.964851
5,"CHEGOU ANTES DO PRAZO PRODUTO MUITO BOM E DE FÁCIL APLICAÇÃO, SUPER RECOMENDO",Muito Positivo,13.158885,2.023234
1,Nao me deram satisfação nenhuma,Muito Negativo,9.3177805,9.051255
5,"O produto chegou antes do prazo, o que me deixou muito feliz. E estou apaixonada por ela. A pia é tudo de bom e muito mais. Super recomendo.",Muito Positivo,13.604244,10.705422
5,Produto de excelente qualidade e foi entregue antes do previsto.,Muito Positivo,15.227441,10.85082
5,Entrega antes do prazo estabelecido,Muito Positivo,16.093904,8.5861
5,Fui muito bem atendida. stark sempre muito atencioso. Parabéns ,Muito Positivo,14.017416,7.5977845
5,O meu pedido veio muito rápido.,Muito Positivo,12.820475,8.582265
1,"os produtos são ótimos, mas fui enganada, pois assistindo a propaganda do prime, foi informado q todo e qualquer produto adquirido no baratheon prime, não pagaria frete, assinei o prime, aí nem todos p",Muito Negativo,8.34561,10.91006
2,O produto veio faltando a base para auto e como eu fiz o pedido por telefone justamente para confirmar se a base demonstrada pela foto acompanhava o produto e tbm constava na descrição do item.,Negativo,8.356209,11.291239
5,Nota 10,Muito Positivo,5.4603343,16.580015
1,"comprei 2 caixas do xtramaster,só mandaram 1,talvez tenha confundido é o que eu espero que tenha acontecido e enviei a outra caixa. Estou aguardando ",Muito Negativo,7.432753,10.027758
5,estao todos de parabens ,Muito Positivo,13.934486,4.951244
2,A vedação é fraca e vaza. Não recomendo. ,Negativo,9.261758,9.91012
4,"olha recebi o produto,antes do previsto,mas não veio um manual,ai fica dificil, ja entrei em contatto com o empresario pelo facebook ,mas não obtive respostas",Positivo,8.740146,12.422488
1,Recebi e vou devolver muito pesada e difícil de colocar e não fica igual da foto no site !,Muito Negativo,9.729803,9.593832
4,"Entrega muita rápida, vale a pena comprar.",Positivo,12.708718,9.754382
4,"Apesar de estar dentro do prazo, não entendo porque a demora em chegar",Positivo,7.8335137,13.425015
4,"O produto não tem lá uma qualidade incrível, mas mesmo assim esta bom. ",Positivo,10.0311,10.4123745
5,Muito bom,Muito Positivo,18.321968,-3.1848311
5,"Foi como eu esperava.
",Muito Positivo,12.778133,7.6743984
4,"Recebi o produto, a capa é boa, porém a película não serve, meu aparelho tem a tela curva nas laterais e a película não acompanha, assim sendo pequena mas vou usada até a comprar a correta.",Positivo,9.738388,9.8237295
1,"Não fazia a menor ideia que toalha social era o mesmo q toalha de mão, aff",Muito Negativo,9.765335,9.612948
5,Entrega dentro do prazo estabelecido. Produto em ótimas condições.Produto em si excelente!,Muito Positivo,14.610419,11.939958
4,"A luva é muto boa, vem uma segunda pele para usar por baixo da luva normal, pena que essa segunda pele veio com uma linha saindo bem no meio, se puxar, ela descostura, mas a luva impermeável é ótima! ",Positivo,10.353426,10.064527
1,"O cartucho ""original HP"" 60XL não é reconhecido pela impressora, consequentemente não funcionou. Além de ter chegado com atraso de mais de 15 dias do previsto. Preciso que seja trocado. ",Muito Negativo,8.051504,12.836911
5,Chegou antes do prazo.,Muito Positivo,16.119991,9.407486
5,Tudo ocorreu de forma eficiente,Muito Positivo,14.12134,5.79257
4,entrege antes do prazo,Positivo,16.029829,8.585013
5,Produto entregue no prazo.,Muito Positivo,15.341472,12.526255
5,"Produto lindo, entrega muito rápida! Recomendo muito! ",Muito Positivo,13.038953,9.718173
1,Mesmo a entrega arrasada eu ainda quero minhas panelas,Muito Negativo,7.248542,10.191942
5,Tudo em ordem,Muito Positivo,13.634646,5.3145237
5,Recomendo,Muito Positivo,11.139991,-6.016696
5,Muito bom ,Muito Positivo,18.323166,-3.1860085
3,Eu ja tinha comprado um mas era maior esse que veio agora e bem menor do que o anterior,Neutro,10.501354,10.149134
5,"Produto chegou dentro do prazo, bem embalado. Recomento.",Muito Positivo,14.798515,11.754738
5,Loja confiável estando dentro do prazo recomendo nota 10.,Muito Positivo,5.471581,16.568886
5,A capinha é excelente. Material muito bom. Emborrachado internamente. Muito bom mesmo. Bonita e resistente. Só o preço é salgado mas é compatível com o valor do S7 Edge.,Muito Positivo,11.108915,10.030932
3,"Bom
",Neutro,16.065868,0.6348441
2,"Caros,
Meu produto veio errado ( medicamento) e com o agravante de já estar vencido.
Gostaria da reparação com a máxima urgência .",Negativo,9.011134,10.920982
5,"Produto de boa qualidade, entregue antes do prazo.",Muito Positivo,14.765207,11.783073
1,Comprei 2 puffs e um chromebook. A entrega foi incompleta. Os puffs nao foram entregues. Tento telefonar para reclamar e nenhum dos telefones consigo falar com um atendente. Lastimável.,Muito Negativo,7.5301347,11.971284
5,"Ótimo produto, parece ser resistente pelo material fabricado... recomendo a todos",Muito Positivo,10.351829,10.131917
4,OTIMO PRODUTO,Positivo,13.364599,1.01854
1,Não gostei muito ruim não compro mais nessa loja.,Muito Negativo,8.439508,11.640349
1,Pedi o Pure Seduction e veio o Love Spell.,Muito Negativo,12.343221,7.4035172
5,Recomendo,Muito Positivo,11.140044,-6.016761
3,O produto chegou. Mas demorou muito,Neutro,15.202759,11.703488
5,Me surpreendeu porque recebi o produto com antecipação de mais de dez dias do prazo dado para entrega. Só tenho a agradecer a toda equipe muito obrigado e Deus os abençoe .,Muito Positivo,14.308098,10.860998
5,"Correu tudo perfeito, preço, produto e prazo de entrega.",Muito Positivo,14.211437,11.394522
1,"A loja não cumpriu com o prazo de entrega informado, que seria ""até"" 08/08/2018.",Muito Negativo,8.250984,13.093698
4,Produto chegou no prazo. Ótimo produto ,Positivo,15.1792,11.737868
1,Até o momento não recebi o produto.,Muito Negativo,8.9296665,12.900324
4,"A entrega foi antes do prazo, e o produto de boa qualidade.",Positivo,15.256335,10.853377
3,"comprei achando que ia servir para o celular s7 e não serve, teria como trocar.ficou grande,",Neutro,9.028797,9.966647
1,"O produto oferecido no anúncio é um, mas o que foi entregue se difere de forma que altera seu funcionamento.",Muito Negativo,8.5185995,10.498901
5,ADORIE TUDO MUITO BOM,Muito Positivo,13.344911,1.8302895
1,"Ainda não recebi o produto. Sendo assim, não posso opinar sobre ele. Quanto a loja, deixa a desejar quanto aos prazos.",Muito Negativo,8.985805,12.278908
5,"só o correios que nao entregou tive que retirar 

",Muito Positivo,6.9240613,12.244331
1,"Prazo da entrega já venceu, e até agora n chegou minha mercadoria, 2 meses já.",Muito Negativo,10.139119,11.970357
5,Rapidez e eficiência.Produto entregue no prazo correto.,Muito Positivo,12.962664,9.761353
3,"Achei que o atendimento não foi um dos melhores, porém o produto chegou antes do prazo e sem nenhuma avaria.
Só que na propaganda diz 10 watts, porém não é tudo isso.",Neutro,9.750384,11.0409
5,Mochila de otimo tamanho para o meu filho de 3 anos... boa qualidade.. tamanho Ideal,Muito Positivo,10.956521,10.107203
1,Comprei e paguei por dois produtos iguais e só recebi um. ,Muito Negativo,7.103783,10.556891
5,O produto chegou perfeito.,Muito Positivo,14.244345,11.390866
3,meu produto vei quebrado a tampa na parte de trais ,Neutro,9.372259,10.350004
5,A rede é bonita como na foto.,Muito Positivo,12.914663,8.029287
5,"Não consegui rastrear o produto pelo link dos correios. Mas chegou no prazo, tudo ok",Muito Positivo,8.242659,12.3517885
1,Comprei 03 unidades de cortina rolo e foi entregue apena 02 unidades. Já entrei em contato com a loja e ainda não obtive resposta,Muito Negativo,7.225735,10.311523
1,"Não recebi o produto. quero a devolução do valor pago.
Falta de respeito.
",Muito Negativo,7.35807,11.609779
5,Ok,Muito Positivo,-12.379291,5.130154
3,"Não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.
Quero receber a outra sem custo nenhum. Pois o erro não foi me",Neutro,7.1307507,10.615139
4,Excelente,Positivo,16.228947,4.7616386
5,Adorei o produto!,Muito Positivo,12.267953,10.347673
5,Loja sempre pontual recomendo ,Muito Positivo,13.514804,7.329108
5,"Possui uma ótima qualidade, porém seu cabeamento é frágil mas eu recomendaria sim pois é muito bom!! ",Muito Positivo,12.685836,11.001575
5,"Super recomendo, produto excelente.",Muito Positivo,13.104363,11.695112
1,"O produto veio diferente da q mostra na foto, não é de luxo, nem acolchoado como dizia.",Muito Negativo,9.499953,10.378725
5,Muito rápido a entrega antes da data prevista.,Muito Positivo,15.80613,9.197149
5,ok,Muito Positivo,-12.371633,5.1373587
3,Meu produto voltou sem ao menos terem me contactado. Estou aguardando respostas.,Neutro,8.17062,12.371239
5,"melhor do que eu esperava,podem comprar",Muito Positivo,11.1330595,11.090645
5,O produto chegou corretamente e dentro do prazo,Muito Positivo,15.138534,11.545429
3,"O vendedor entrou em contato comigo, informando que houve um problema na Anvisa com o rótulo desse produto e eu não receberia. Não entendi bem, mas achei atencioso. Recomendo a loja, não o produto. ",Neutro,8.155582,11.512587
5,Foi muito bom comprar nas Lojas lannister. Só falta receber mais um produto.,Muito Positivo,12.016277,12.159356
2,"Produto entregue parcialmente, só chegou uma luminária a de cor preta, a outra luminária não foi enviada até o presente momento.",Negativo,7.810396,9.139482
5,Tudo conforme planejado,Muito Positivo,13.545819,5.503007
4,"Como sempre a eficácia , da entrega não tem o que disseram .
Então estão de parabéns ...",Positivo,13.467096,9.113882
5,Super recomendo! ,Muito Positivo,13.360313,7.31512
5,fiquei muito satisfeita produto de alta qualidade ,Muito Positivo,13.213212,10.712245
3,Comprei um relógio na cor branca e recebi um preto! ,Neutro,18.0155,9.056865
5,"Sempre compro no site da lannister, mas essa vez, não sei por que, tive que retirar a encomenda nos Correios. Isso gerou um certo transtorno. Fora isso, tudo certo.",Muito Positivo,8.219302,11.921292
5,Recomendo ,Muito Positivo,11.139689,-6.0164313
1,"Nao recomendo, toner não é original",Muito Negativo,9.091796,9.366206
5,"ainda não tive tempo de avaliar o produto em si, uma vez que chegou ontem. Mas a loja é sempre minha primeira opção. ",Muito Positivo,8.954258,11.9922495
5,"A entrega ocorreu dentro do previsto e o produto veio correto e sem defeitos, recomendo",Muito Positivo,14.863333,11.186737
1,"Produto não condiz com o especificado no anuncio, produto não original sendo que promete ser da Matel,hasbro.",Muito Negativo,8.703311,10.647537
3,"Muito bom e extremamente útil, recomendo!",Neutro,13.425818,7.41252
4,O PRAZO DE ENTREGA PODERIA SER MENOR,Positivo,9.550582,12.263605
3,"Recebi o produto correto, porém o valor do produto na NF ficou a menor, R$ 172,00 sendo que comprei a 219,90.
O valor do frete calculado foi R$ 18,90 e veio R$ 93,00.
Gostaria que viesse com correto",Neutro,7.4341736,10.931447
5,"Ótima comprá, produto bonito, resistente e muito agradável ao toque, valeu a pena. ",Muito Positivo,13.304106,12.798399
5,otima compra ! recomendo ,Muito Positivo,12.141586,11.36442
3,Achei o material muito fraquinho... Precisava caprichar mais!,Neutro,10.094999,9.71838
1,Eles publica um tipo e entrega outro que não tem nada a ver com a mostra que está na foto ela era para ser toda diamantada mais não mandato um ferro velho um porcaria ,Muito Negativo,8.057023,10.352222
4,"Foi entregue apenas a película, mas o vendedor mandou uma carta junto explicando motivo. Porem, a película nao serviu, e to tentando contato com o vendedor.",Positivo,7.836964,11.530901
5,"Lindo <3 

super indico, rapidez na entrega.",Muito Positivo,13.388233,9.036246
5,"Tudo certo conforme anunciado, recomendo.",Muito Positivo,13.485781,7.128011
5,Gostei do produto muito bem embalado. super recomendo,Muito Positivo,12.927882,10.924506
4,"Gostei do produto, tive dificuldade para montar, pois não conseguia rosquear ele porque estava com um amassadinho no furo, mais dei um jeito e ficou muito bom. ",Positivo,10.042611,10.403805
3,Chegou bem antes do prazo e chegou sem nenhum problema. Recomendo a loja.,Neutro,12.6926155,12.303526
2,No site a foto está uma coisa e foi recebido outra coisa.,Negativo,9.801818,9.398571
5,Chegou antes do prazo e o produto veio correto e muito bem acondicionado. ,Muito Positivo,15.221381,10.978838
3,"Idêntico ao da foto, porém muito pequeno o visor, se atentar as descrições do produto ! Produto entregue no prazo, corretamente !",Neutro,10.137949,9.595217
1,"Comprei uma cinta e enviaram uma touca, solicito a devolução ",Muito Negativo,8.214145,9.841489
5,"Capa Boa, porém não tem velcro inteiro na parte da frente do casaco, somente no início e término do zíper.",Muito Positivo,9.693209,9.768071
1,o produto não chegou,Muito Negativo,8.458465,10.909645
1,"Não recomendo, atraso na entrega da mercadoria! Se querem evitar for dr cabeça não comprem!",Muito Negativo,8.795006,12.27555
5,Excelente qualidade...,Muito Positivo,14.088674,13.297898
2,"Bom dia,
Ainda não entendi porque meu produto ainda não chegou, a vassoura feiticeira chegou mas a saia para cama box ainda não...",Negativo,9.129853,13.041475
4,Com certeza comprarei outros produtos.,Positivo,12.048505,11.431611
1,"O produto não chegou, entrei em contato com a loja duas vezes e não obtive resposta, nunca havia acontecido isso comigo em anos comprando pela internet.",Muito Negativo,8.389586,11.878475
5,"Adorei a mesinha, de acordo com a descrição. Fácil de montar e super bonita.",Muito Positivo,12.126033,10.110834
3,Demora muito. Timha a ser mais rapido,Neutro,12.251338,8.287166
4,A ESTAMPA DO SITE ERA OUTRA. TECIDO MUITO FINO NOS DEMAIS TUDO BEM.,Positivo,13.182661,2.0088744
5,Gostei muito do produto ja tinha comprado outro produto nesta loja e gostei obg,Muito Positivo,12.356532,10.5301695
5,"Produto entregue nao só dentro do prazo e sim muito antes do esperado por mim, e produto embalado de forma excelente!",Muito Positivo,14.638868,10.990571
5,"Muito bom, foi entregada bem antes do previsto. ",Muito Positivo,15.405537,9.8421335
1,Correio não entregou o produto em minha residência. Tive que solicitar outra pessoa para pegar o produto e ainda por cima o produto veio errado. Lamentável.,Muito Negativo,7.8348837,11.268045
5,"Excelente produto, chegou antes do que eu imaginava!",Muito Positivo,14.618428,10.5004425
5,Só que comprei errado ,Muito Positivo,8.920242,10.714117
1,Nao revebi ate agora,Muito Negativo,8.59495,8.9511175
4,Amei o produto e demorou um pouco a entrega mais td bem ,Positivo,12.401672,10.487818
4,"o produto é simples ,mas funciona muito bem ,comprei 1 para testar e agora comprei mais 2 aparelhos vale a pena ",Positivo,11.018325,10.749154
5,lannister sempre eficiente e rápida.,Muito Positivo,12.531302,9.639086
4,"Chegou antes do esperado, me ligaram informando que não teriam a cor que pedi e se podia ser outra, disse que sim!",Positivo,7.847904,9.053986
5,"Produto excelente, embalagem muito boa, prazo perfeito. Recomendo a todos.",Muito Positivo,13.963609,11.719988
5,"Excelente
Entrega antes do prazo
Ameiiii",Muito Positivo,15.470577,8.383138
1,vem mt pouco só da pra usar uma vez e já acaba,Muito Negativo,10.314384,8.533064
2,meu produto veio com defeito não esta funcionando,Negativo,8.935492,10.86923
1, Tive problema com a retirada do produto no correio. Assim o produto voltou a loja e estou aguardando se irão reenviar novamente. ,Muito Negativo,7.8929315,11.924302
5,"top chegou antes do prazo 
recomendo ",Muito Positivo,15.460784,9.350635
2,Produto com baixa qualidade e resistência.,Negativo,9.740563,10.353104
5,"Produto excelente.
Entregue no Prazo.
Sem maiores burocracia, trabalho eficiente.
Fui muito bem atendido na relação Cliente Fornecedor conforme o solicitado.",Muito Positivo,14.057531,7.8391757
5,O produto chegou muito rápido! Recomendo!,Muito Positivo,13.210231,9.515951
5,chegou mesmo com muita segurança,Muito Positivo,13.733385,5.659546
5,Chegou super rápido e ainda ganhei brindes!,Muito Positivo,12.760255,8.349846
5,"ainda não usei mais tenho certeza que é boa obrigada
",Muito Positivo,13.446534,7.039955
5,"Gostei muito ,vale a pena confiar.!",Muito Positivo,12.40916,7.299964
5,amei,Muito Positivo,12.478979,6.748867
2,prazo excedido em muito.,Negativo,10.339519,8.416881
2,"Produto nao é o que mostra, diz que tem 50watz de potencia mas é mentira..
Eu medi ...",Negativo,9.575957,10.487911
4,Devido outros quadros serem grandes preciso devolver ,Positivo,10.565479,9.215109
5,satisfeito,Muito Positivo,-3.2873533,11.06533
5,"macio, regulável, muito confortavel",Muito Positivo,11.552835,9.159033
5,mercadoria entregue,Muito Positivo,14.304686,12.470057
5,Maravilhosa ,Muito Positivo,15.909046,4.5264244
1,"Comprei no dia 16/11 /1017 até a data de compra vc mudaram?
",Muito Negativo,8.351371,12.262602
5,Fiquei muito satisfeita.,Muito Positivo,14.063305,7.348245
3,Primeiro pedido veio o produto quebrado. Estou aguardando a troca.,Neutro,8.150942,11.680033
1,Loja recomendada. Produto de péssima qualidade.,Muito Negativo,9.465776,10.554444
1,"Fiz essa comora p um controle de smart tv conforme pedido, vcd encaminharam um outro controle q nao tem a opção da smart tv. Sendo assim inútil a compra!!!",Muito Negativo,8.725424,10.116151
5,Bom produto,Muito Positivo,13.355271,14.401649
5,Excelente,Muito Positivo,16.234873,4.7643595
5,Mercadoria perfeita recomendo a todos parabéns pelo trabalho de vcs,Muito Positivo,14.490228,7.839065
5,entre antes do prazo :D,Muito Positivo,16.048525,8.543462
4,xxxxxxxxxxxx,Positivo,15.208385,0.9690372
5,"por ser a primeira vez , que eu compro e chegou super rapido , então fiquei muito feliz com o atendimento de vocês e recomendo.",Muito Positivo,12.810556,11.198668
2,"Produto chegou bem rápido, porém, quando conecta na tomada ele acende a luz, porém quando conecta alguma coisa no adaptador a luz enfraquece e o aparelho não funciona.",Negativo,9.156925,9.799717
5,Já tinha um dele modelo de plástico....e borracha...agora neste material. É um ótimo relógio.... ótimas funções. Recomendo.,Muito Positivo,18.019829,9.049238
1,paguei frete de sedex e veio de tartaruga quando fiz a compra a entrega era de 08 dias uteis depois me mandaram imail falando que seria mais de 30 dias,Muito Negativo,7.7411585,13.212913
1,"Comprei dois tonners.
Só me enviaram um (Q6003AB).
Cadê o outro?",Muito Negativo,7.2177787,10.168024
5,Produto entregue prazo ,Muito Positivo,15.250641,12.635126
1,Já enviei 3 e-mails para a empresa solicitando informações referente a entrega do produto. E até o momento não tive retorno para saber se vão estornar o valor ou entregar o produto. ,Muito Negativo,7.5763726,12.222114
3,A respeito da entrega saiu tudo conforme protocolo mais infelizmemte o produto veio com avaria ,Neutro,8.533881,11.668804
4,Produto bonito. Achei um pouco pequeno para a cama. ,Positivo,10.567849,9.660657
1,"Não compraria em momento algum novamente nessa loja . Confiei e comprei o produto que eu conheço, marca que eu conheço e veio algo totalmente diferente. Não indico. estou frustrada.",Muito Negativo,8.543654,11.474497
1,Não emito.,Muito Negativo,8.852421,8.572889
1,Não recebi,Muito Negativo,8.80585,8.698919
5,Muito bom. Moro no Norte e sempre demora chegar as coisas por aqui. Esse foi bem Rapidão ,Muito Positivo,10.312235,8.393691
5,produto chegou no prazo e em perfeitas condições. muito prático e leve,Muito Positivo,14.916304,11.572619
5,Compromisso com o cliente e qualidade no produto resumem essa compra. ,Muito Positivo,13.120116,12.400595
1,"O produto está com a entrega em atraso.
Até o momento não obtive nenhum retorno do meu chamado que está em aberto! ",Muito Negativo,8.193703,12.714466
3,Meu pedido veio errado. No aguardo da correção. ,Neutro,7.3643517,12.1748495
1,"Eu comprei o produto pela segunda pois pois a tercerizada me entregou errada e nao realizou a troca e na segunda vez o produto veio errado. Mas enfim, nao confio na targaryen ",Muito Negativo,7.790811,10.795805
5,"O produto chegou em perfeito estado, no prazo e è lindo! Recomendo!",Muito Positivo,14.13311,11.430695
1,"O manual vem todo em inglês , não há como manusear o relógio a contento.
Vou devolver a encomenda para o correio.
Renata...",Muito Negativo,15.179992,8.325196
5,"Chegou!
E bem antes do prazo
",Muito Positivo,15.974469,9.196128
1," Infelizmente recebi a cadeira no período correto mas veio faltando uma peça , já envie e-mail para a loja e até o momento não recebi a resposta. ( já se passaram 24h). ",Muito Negativo,7.5533757,12.4428425
